Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByValue(findTestObject(""Object Repository/login/register/Page_Advantage Shopping/select_AfganistanAlbaniaAlgeriaAmerican Sam_3cef8a""), ""object:177"", true)",Chrome 121.0.0.0,,,12-02-2024 15:19:40,12-02-2024 15:19:46,6.123s,PASSED
"click(findTestObject(""Object Repository/login/register/Page_Advantage Shopping/label_City""))",Chrome 121.0.0.0,,,12-02-2024 15:19:46,12-02-2024 15:19:47,0.485s,PASSED
"setText(findTestObject(""Object Repository/login/register/Page_Advantage Shopping/input_Country_cityRegisterPage""), ""sby"")",Chrome 121.0.0.0,,,12-02-2024 15:19:47,12-02-2024 15:19:48,1.234s,PASSED
"setText(findTestObject(""Object Repository/login/register/Page_Advantage Shopping/input_- Use maximum 25 character_addressReg_9e23b3""), ""sby"")",Chrome 121.0.0.0,,,12-02-2024 15:19:48,12-02-2024 15:19:49,1.307s,PASSED
"click(findTestObject(""Object Repository/login/register/Page_Advantage Shopping/label_State  Province  Region""))",Chrome 121.0.0.0,,,12-02-2024 15:19:49,12-02-2024 15:19:50,0.669s,PASSED
"setText(findTestObject(""Object Repository/login/register/Page_Advantage Shopping/input_- Use maximum 50 character_state__pro_272a54""), ""sby"")",Chrome 121.0.0.0,,,12-02-2024 15:19:50,12-02-2024 15:19:51,1.238s,PASSED
"setText(findTestObject(""Object Repository/login/register/Page_Advantage Shopping/input_- Use maximum 10 character_postal_cod_639c2f""), ""123"")",Chrome 121.0.0.0,,,12-02-2024 15:19:51,12-02-2024 15:19:53,1.249s,PASSED
"click(findTestObject(""Object Repository/login/register/Page_Advantage Shopping/input_Receive exclusive offers and promotio_5c7450""))",Chrome 121.0.0.0,,,12-02-2024 15:19:53,12-02-2024 15:19:53,0.681s,PASSED
"click(findTestObject(""Object Repository/login/register/Page_Advantage Shopping/button_REGISTER""))",Chrome 121.0.0.0,,,12-02-2024 15:19:53,12-02-2024 15:19:54,0.785s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,12-02-2024 15:19:54,12-02-2024 15:19:54,0.297s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 15:19:56,12-02-2024 15:19:56,0.001s,PASSED
